name,bike_stands,available_bikes,lat,lon,arrondissement
08055 - TERNES COURCELLES,29,3,48.87818887639997,2.29929600386,8.0
14125 - DAREAU,24,1,48.830723214599985,2.3361465572,14.0
03013 - RUE DE SEVIGNE,14,14,48.85695414810001,2.36289742023,3.0
43008 - FONTENAY (VINCENNES),25,0,48.84779066449998,2.44469088783,
14027 - ALESIA GERGOVIE,36,1,48.83088717460001,2.318882101209999,14.0
35008 - LOLIVE 2 (PANTIN),30,8,48.89271966629999,2.41252957147,
01116 - OPÉRA PYRAMIDES,27,24,48.866810653299986,2.334388448249999,1.0
18041 - MARTYRS 2,20,0,48.882194204,2.34065184962,18.0
12041 - BOIS DE VINCENNES,58,57,48.833654852799995,2.41346357649,
32602 - POULMARCH (LES LILAS),27,1,48.8794000532,2.41616066183,
12028 - VIVALDI,27,2,48.84192366330001,2.38972897947,12.0
06021 - BONAPARTE BEAUX ARTS,19,2,48.856437409699986,2.33479762295,6.0
18034 - LEIBNITZ,41,2,48.896328348499985,2.33339042383,18.0
16130 - BOIS DE BOULOGNE / PORTE DE LA MUETTE 2,33,5,48.863757931000016,2.26750468357,16.0
42014 - CACHIN (IVRY),51,50,48.8141405375,2.39090936807,
16107 - GODARD,33,0,48.865983241,2.27572563573,16.0
14037 - JEAN MOULIN,33,3,48.82570981699999,2.32184998734,14.0
11027 - SAINT AMBROISE PARMENTIER,38,3,48.86213503850001,2.37722985857,11.0
05014 - CALVIN,28,6,48.841632708599995,2.34855201812,5.0
10153 - GARE DU NORD 3,20,2,48.87957771849998,2.354463131150001,10.0
43004 - MONTREUIL (VINCENNES),25,4,48.85041836679999,2.43451378622,
17019 - MALESHERBES,20,0,48.88260881639997,2.30902648734,17.0
41301 - CLEMENCEAU (NOGENT),50,25,48.83612584299999,2.47037545127,
05017 - DESCARTES,31,0,48.84660186579999,2.34901473289,5.0
11014 - NATION TRONE,27,5,48.848808,2.397406,11.0
02011 - BIBLIOTHEQUE NATIONALE,26,6,48.86829988919999,2.33808978228,2.0
09037 - CLICHY PARME,23,2,48.88126642419999,2.32819709345,9.0
02017 - CAIRE,40,21,48.86789,2.34925,2.0
42013 - BARBES (IVRY),24,2,48.815911096499995,2.36822972924,
14012 - SIBELLE ALESIA,24,2,48.826703941199995,2.338636324159999,14.0
08028 - HOUSSAYE,28,3,48.873434081399985,2.297706777980001,8.0
42202 - RONSARD (CHARENTON),23,18,48.82273601209999,2.40565920321,
42002 - GARE (IVRY),21,20,48.8149264672,2.392001635819999,
22403 - BROSSOLETTE (MALAKOFF),24,5,48.82183564789997,2.31345860825,
15046 - GEORGES BRASSENS,29,0,48.832207345199976,2.30232873769,15.0
14034 - RUE DE L OUEST CHATEAU,24,0,48.836172860099985,2.31939214392,14.0
32604 - KOCK (LES LILAS),28,1,48.881215427299985,2.420209155329999,
21001 - TRANSVAL (BOULOGNE-BILLANCOURT),26,3,48.84829980949999,2.237570110210001,
28002 - SOLJENITSYNE (PUTEAUX),60,5,48.884478,2.24772065,
13018 - AURIOL CHEVALERET,25,21,48.83484845289999,2.36682649963,13.0
13050 - QUAI PANHARD ET LEVASSOR,59,33,48.82836989379998,2.3844403546,13.0
09020 - TOUDOUZE CLAUZEL,21,0,48.87950526559999,2.337190639269999,9.0
12019 - GARE DE REUILLY,28,15,48.84257710049997,2.397249990599999,12.0
31704 - HORNET (BAGNOLET),28,0,48.8739292,2.42793357978,
21703 - MARTINIE (VANVES),24,0,48.82104992349999,2.29130063072,
44101 - PLACE MONGOLFIER (SAINT MAURICE),48,46,48.8150500062,2.459239414809999,
12038 - BEL AIR,39,6,48.839988788899994,2.40052566855,12.0
13009 - BLANQUI CORVISART,25,2,48.8299837107,2.35040358782,13.0
06008 - ASSAS LUXEMBOURG,33,1,48.84373446879998,2.33342838188,6.0
12130 - NOGENT - PORTE JAUNE,40,2,48.83884,2.46031,12.0
20042 - PYRENEES ERMITAGE,47,0,48.872157379899996,2.39173917378,20.0
20025 - GAMBETTA GATINES,24,2,48.8653941647,2.39781447531,20.0
20121 - MENILMONTANT BOYER,18,0,48.86891012739999,2.39202048929,20.0
15057 - BOSSOUTROT - MARTIAL VALIN,38,3,48.83654,2.27414,15.0
09027 - FONTAINE DOUAI,25,0,48.88235325979999,2.33326337275,9.0
15027 - GIDE,20,0,48.83656622440001,2.3127071211,15.0
18025 - MAIRIE DU 18 EME,39,0,48.89292565339999,2.34451792116,18.0
08015 - ROQUEPINE,44,27,48.8734861693,2.320281234209999,8.0
19039 - PAILLERON,24,1,48.87977524889999,2.37483435116,19.0
17037 - BAYEN PEREIRE,22,3,48.881830717499994,2.292140665829999,17.0
20122 - DAVOUT VITRUVE,22,0,48.860240121,2.40875842782,20.0
09001 - POISSONNIERE,17,0,48.87750146530001,2.34856937339,9.0
14112 - FAUBOURG SAINT JACQUES CASSINI,16,0,48.83586772099997,2.33798034198,14.0
03005 - TURBIGO SAINTE ELISABETH,33,7,48.86613722459998,2.35966114363,3.0
20028 - GAMBETTA MARTIN NADAUD,49,0,48.8651864128,2.39446858114,20.0
21209 - GEORGES MESSIER (MONTROUGE),30,2,48.811101837799995,2.31462974778,
05033 - SAINT SEVERIN,30,30,48.8527056477,2.34413776325,5.0
35002 - JAURES 2 (PANTIN),31,14,48.90722601269999,2.396129200449999,
22003 - BEFFROY (NEUILLY),25,10,48.88670498309998,2.26126351803,
20026 - PELLEPORT,33,0,48.867925153999984,2.40097662355,20.0
18015 - CUSTINE,41,0,48.8886197165,2.34701133583,18.0
21019 - VAILLANT (BOULOGNE-BILLANCOURT),28,19,48.83486081059997,2.24786255061,
42501 - RASPAIL 1 - FRAYSSE,30,25,48.81031545,2.34395871,
20022 - PORTE DE BAGNOLET,33,0,48.86508,2.40799,20.0
16012 - BOULEVARD FLANDRIN,42,1,48.868778491799986,2.27435453918,16.0
21112 - DEBUSSY (CLICHY),28,8,48.9104291257,2.311768175770001,
41604 - LAGNY (SAINT MANDE),30,1,48.84931182679998,2.41790976904,
10115 - DODU,27,0,48.87613733909998,2.36808449794,10.0
14022 - DIDOT-MARINIERS,35,1,48.826508,2.31311526,14.0
17027 - PEREIRE LEVALLOIS,51,2,48.88526331369998,2.2982864668,17.0
33013 - RECHAUSSIERE (AUBERVILLIERS),29,20,48.914506112799984,2.39105149688,
08101 - LONDRES AMSTERDAM,23,2,48.87803446149997,2.32648354097,8.0
11023 - LEO FROT ROQUETTE,46,32,48.858688774099996,2.383553994570001,11.0
20031 - DURIS,30,1,48.865540867099995,2.387724496160001,20.0
08027 - MAIRIE DU 8 ÈME,14,3,48.87798402749997,2.31840486278,8.0
21011 - SILLY (BOULOGNE BILLANCOURT),23,5,48.8322746602,2.23401640135,
21006 - PARIS (BOULOGNE-BILLANCOURT),26,22,48.84159702889998,2.23349677554,
19005 - RIQUET,20,1,48.88801328139999,2.37375959552,19.0
31013 - CENTENAIRE (MONTREUIL),45,5,48.85845965429999,2.42739031072,
14124 - PORTE D'ARCUEIL,24,0,48.821111770499975,2.333785290429999,14.0
34005 - LESENNE (SAINT OUEN),25,0,48.90255327819999,2.3482749363,
41202 - CHARMES (FONTENAY SOUS BOIS),65,2,48.84367434140001,2.46308263962,
18016 - FRANCOEUR CAULAINCOURT,32,0,48.8900229034,2.34245001268,18.0
17104 - GENERAL KOENIG,22,1,48.8817256597,2.28368266167,17.0
14020 - PORTE DE MONTROUGE,54,11,48.82121678969999,2.321173502140001,14.0
16021 - RUE FRANCOIS PONSARD,23,1,48.85842769659999,2.27430852414,16.0
16029 - MAISON DE RADIO FRANCE,45,45,48.85135991259998,2.27769726945,16.0
19015 - THIONVILLE,21,2,48.889154917599996,2.383375417279999,19.0
22407 - BARBUSSE (MALAKOFF),25,3,48.8146796589,2.28740045741,
31705 - CHAMPEAUX (BAGNOLET),50,1,48.864527820999974,2.41617072443,
10042 - POISSONNIÈRE - ENGHIEN,33,5,48.8724200631,2.34839523628,10.0
20027 - PORTE DE MENILMONTANT,15,1,48.869154360900005,2.40932246879,20.0
01028 - BERGER,55,0,48.8622255,2.3428337,1.0
09007 - CONDORCET,20,0,48.8798312251,2.345396338989999,9.0
15042 - FARMAN,21,2,48.83373383020003,2.27139647246,15.0
17011 - PORTE DE CLICHY FRAGONARD,54,2,48.89415138329999,2.31467800112,17.0
17050 - BATIGNOLLES,17,1,48.8831039046,2.32383474909,17.0
17039 - PLACE SAINT FERDINAND,38,3,48.8781552979,2.28851804786,17.0
21101 - VALITON (CLICHY),25,0,48.9024924515,2.29784000737,
20120 - NOISY LE SEC,30,0,48.87333822519998,2.41323987955,20.0
06001 - INSTITUT,17,11,48.857615678599984,2.33583135304,6.0
16104 - PAUL VALÉRY,34,2,48.871361039800014,2.28886639604,16.0
08026 - MESSINE,13,6,48.875457200199975,2.315465494580001,8.0
13106 - BOBILLOT MERY,24,1,48.829875372699995,2.35424653463,13.0
20030 - PERE LACHAISE,56,7,48.86341110739998,2.38713395757,20.0
14104 - LOSSERAND BOYER-BARRET,22,0,48.833139,2.317377,14.0
19106 - GARE EMGP,30,0,48.90162,2.37267,19.0
13111 - CIMETIERE DE GENTILLY,54,29,48.818574415799986,2.35326018374,13.0
18113 - LEPIC,22,0,48.88757307099998,2.33432733642,18.0
17028 - PORTE DE COURCELLE,36,4,48.888800020599994,2.29631993184,17.0
08033 - SAINT PHILIPPE DU ROULE,27,4,48.87278768079999,2.309722588930001,8.0
15011 - THEBAUD RUE DE CAMBRONNE,62,46,48.8458314196,2.301753086989999,15.0
14110 - ABBE CARTON,24,0,48.8277462661,2.32071409809,14.0
20112 - JOURDAIN,20,0,48.874092480899996,2.38943590833,20.0
17031 - PORTE DE CHAMPERET,27,0,48.88561741630001,2.29078141128,17.0
16031 - BOULAINVILLIERS,20,2,48.8561507434,2.275188414670001,16.0
35012 - CANDALE (PANTIN),25,3,48.88948584019999,2.41430751511,
09033 - HAVRE CAUMARTIN,51,28,48.87279501989999,2.32831574262,9.0
12102 - DIDEROT BERCY,30,22,48.846188001499996,2.37040616152,12.0
09010 - CADET,23,6,48.876719895099974,2.34439302185,9.0
20013 - PLACE DE LA REUNION,44,1,48.855355139999986,2.39972858969,20.0
20045 - LOUIS GANNE,30,0,48.863469641199984,2.40967010022,20.0
17040 - TERNES PEREIRE,46,0,48.879813218299994,2.28795645234,17.0
18012 - DOUDEAUVILLE STEPHENSON,36,0,48.88886489610001,2.35596672142,18.0
19016 - OURCQ,30,2,48.88639367939997,2.38654145444,19.0
14103 - MAINE LIANCOURT,27,0,48.835064364,2.32373144997,14.0
32603 - CALMETTE (LES LILAS),25,0,48.8811410157,2.424974243069999,
11039 - JULES FERRY REPUBLIQUE,36,7,48.86580427669999,2.36933707497,11.0
02001 - SEBASTOPOL-GRENATA,34,14,48.86524062170001,2.35166987369,2.0
00907 - PONT NEUF (STATION MOBILE),20,16,48.85832082449998,2.34240800142,1.0
42203 - ELUARD (CHARENTON),32,30,48.82040389399998,2.40840547216,
42011 - MARCEL BOYER (IVRY),29,23,48.8225048,2.3920678,
21208 - CARVES (MONTROUGE),30,4,48.81308091139997,2.31978793669,
31009 - DE GAULLE (MONTREUIL),26,0,48.8688123639,2.43297479522,
04011 - PLACE DU BATAILLON FRANCAIS DE L'ONU,36,32,48.8538141453,2.357092654360001,4.0
23011 - BINEAU (LEVALLOIS),25,2,48.88668137249998,2.284023691219999,
10026 - CHATEAU LANDON,59,4,48.879305,2.362424,10.0
06010 - MONTPARNASSE CHEVREUSE,15,0,48.84173916119999,2.33155221674,6.0
43003 - PARIS 2 (VINCENNES),26,2,48.8457199009,2.427406302760001,
19037 - PORTE DES LILAS,31,0,48.876603918899995,2.40476969113,20.0
13109 - BRILLAT SAVARIN,21,8,48.82220309629998,2.35042203291,13.0
11018 - SAINT MAUR AVENUE DE LA REPUBLIQUE,36,1,48.86421167469999,2.37825584151,11.0
06104 - HERSCHEL,37,7,48.84336424279999,2.33780343097,6.0
06005 - MONTPARNASSE,47,10,48.843295457,2.32654113413,6.0
17048 - TOCQUEVILLE,15,0,48.882402285399984,2.31400041122,17.0
15019 - VAUGIRARD CAMBRONNE,37,0,48.8400577188,2.304507420959999,15.0
15056 - BALARD,22,22,48.83653728950002,2.27871769702,15.0
32004 - BAILLY (SAINT DENIS),43,5,48.91519864239998,2.35750068369,
42701 - GIDE (LE KREMLIN BICETRE),30,0,48.80721112329998,2.353852672870001,
09018 - PLACE PIGALLE,34,0,48.88207022699998,2.33667963144,9.0
20108 - HOSPICE DEBROUSSE,22,2,48.86157295879998,2.40568863716,20.0
20004 - PORTE DE VINCENNES BIS,16,4,48.84706441749999,2.41602296002,20.0
16004 - BOULEVARD LANNES,70,3,48.870753284,2.27487529834,16.0
16001 - AVENUE DES PORTUGAIS,26,1,48.87121371219998,2.29369213365,16.0
07011 - ST DOMINIQUE,22,1,48.85906839499999,2.318624221129999,7.0
31003 - PARIS (MONTREUIL),30,6,48.854911332399986,2.418772429760001,
15016 - DUTOT,41,0,48.838312474599995,2.30853184382,15.0
28001 - WALLACE (PUTEAUX),30,20,48.8787068535,2.24197549369,
20037 - SAINT FARGEAU,24,0,48.87126591839998,2.403950752210001,20.0
21010 - SILLY (BOULOGNE-BILLANCOURT),25,2,48.83550440749998,2.23253143242,
15004 - VAUGIRARD PASTEUR,21,3,48.84059586740001,2.3153630382,15.0
17036 - AVENUE DE TERNES,27,2,48.87949288669998,2.29149818491,17.0
23002 - FRANCE (LEVALLOIS),50,0,48.898349851499994,2.27917948879,
02102 - SAINT MARC,37,2,48.870314764,2.341878566630001,2.0
22001 - CHATEAU (NEUILLY),25,5,48.8905119135,2.27016722527,
01005 - LES HALLES - SEBASTOPOL,33,32,48.861262069800006,2.34939999975,1.0
17010 - JONCQUIERE,35,4,48.89476862469999,2.318885353969999,17.0
32001 - PROUDHON (SAINT DENIS),33,3,48.90646937319998,2.35844205395,
08040 - CHAMPS ELYSEES CHARRON,32,1,48.87007033909998,2.30431544672,8.0
10019 - PARADIS,31,8,48.8750340562,2.35218489483,10.0
19045 - CANAL SAINT DENIS - BD MACDONALD,65,0,48.8988301928,2.3793301091,19.0
22404 - BROSSOLETTE 2 (MALAKOFF),25,0,48.817559753599994,2.30748584127,
15024 - LAOS,22,5,48.85091460819997,2.30129338467,15.0
19034 - PANTIN,46,2,48.890341955199986,2.39781364219,19.0
10022 - CHABROL SAINT QUENTIN,42,2,48.87686690579997,2.356119082989999,10.0
19108 - ROSA PARKS – GASTON TESSIER,37,9,48.89602059999998,2.3739464,19.0
10033 - LARIBOISIERE,24,0,48.88095574160001,2.35243051484,10.0
18048 - PORTE DE LA CHAPELLE,72,4,48.898385022699976,2.360877349229999,18.0
07102 - SAINTE CLOTHILDE,42,5,48.8578291107,2.319149052579999,7.0
11011 - RICHARD LENOIR,25,1,48.86180485209998,2.372651428269999,11.0
16006 - RUE LAURISTON,17,3,48.869260223699996,2.28991872284,16.0
16032 - EGLISE D AUTEUIL,20,0,48.8474984177,2.26848387135,16.0
10028 - GARE DU NORD DENAN,29,2,48.88037062099999,2.35282005703,10.0
12111 - DECAEN CANNEBIERE,27,14,48.83761417039999,2.3972537822,12.0
35013 - TELL (PANTIN),24,0,48.88948842,2.419848968730001,
17014 - PORTE DE CLICHY - AVENUE DE CLICHY,34,3,48.8967873959,2.310714419010001,17.0
08041 - CHAMPS ELYSEES LINCOLN,38,0,48.87069015789998,2.30322242397,8.0
12124 - PYRAMIDE ARTILLERIE,55,50,48.83904114589999,2.43765533908,12.0
14031 - DIDOT CHATEAU,22,3,48.8337,2.3215,14.0
08049 - DUNANT,22,0,48.87043780539999,2.30083026142,8.0
18037 - AMIRAUX,20,2,48.89454171579999,2.352295466779999,18.0
21309 - CRESSON 2 (ISSY LES MOULINEAUX),41,33,48.82371847769998,2.27225445406,
41103 - BRIAND (ARCUEIL),25,0,48.810423170099995,2.326969764619999,
15111 - SERRES,24,1,48.834658862799984,2.29578948032,15.0
07012 - CITE VANEAU,36,3,48.854268334099984,2.31945401006,7.0
15028 - DUPLEIX,69,24,48.85139672109999,2.29188931323,15.0
08031 - ROND POINT DES CHAMPS ELYSEES,33,16,48.869708848,2.31071465537,8.0
42201 - NECKER (CHARENTON),26,26,48.8239632523,2.39999842013,
03011 - TURBIGO,31,16,48.86558419109999,2.356278447629999,3.0
19028 - PLACE DES FETES,20,3,48.87646833969999,2.392284629789999,19.0
15036 - LAMBERT,47,41,48.84307638689999,2.295141413099999,15.0
10029 - PLACE DE ROUBAIX,23,1,48.88072668579998,2.3514643332,10.0
14033 - DAGUERRE GASSENDI,38,1,48.83568044419998,2.32829082205,14.0
19012 - LALLY TOLLENDAL,60,2,48.8827006442,2.374693388939999,19.0
17047 - COURCELLES - DEMOURES,26,1,48.88376973329998,2.29858466343,17.0
08054 - HOCHE ALBRECHT,32,8,48.87614039829998,2.30130313831,8.0
07009 - ASSEMBLEE NATIONALE,62,32,48.8613738909,2.3201312769,7.0
08034 - HAUSSMANN COURCELLES,34,3,48.87481039,2.30831406419,8.0
13005 - ARAGO CORDELIERE - VERSION 2,47,46,48.83548071900001,2.3485724617,13.0
10032 - DODU,32,5,48.87285913899998,2.37007170699,10.0
04002 - MARCHE AUX FLEURS,24,23,48.85525336079997,2.34735644764,4.0
14115 - CITÉ UNIVERSITAIRE,33,1,48.82392316850001,2.31657332932,14.0
17004 - LEGENDRE AVENUE DE CLICHY,22,0,48.8889616186,2.32252897509,17.0
17116 - REIMS,33,20,48.89183444819998,2.30014465995,17.0
20016 - PYRENEES VITRUVE,19,2,48.85712940040001,2.40442562518,20.0
15013 - LECOURBE VOLONTAIRE,31,1,48.843542735,2.30655861557,15.0
07001 - DUROC,45,4,48.847769856799964,2.31618388673,7.0
11111 - CHARONNE FROT,18,3,48.854963800299984,2.38721708537,11.0
18111 - FELIZ ZIEM,24,0,48.889496304899986,2.3333936588,18.0
16019 - HENRI MARTIN,36,3,48.8630253154,2.268806550199999,16.0
09108 - ROCHECHOUART MAUBEUGE,33,2,48.877890015,2.34478560299,9.0
12106 - BARTHES TROYES,69,54,48.8439491758,2.379081343430001,12.0
15025 - AMETTE,48,28,48.85145418209999,2.29671030093,15.0
05031 - LACEPEDE,55,13,48.84367484539999,2.354615982679999,5.0
20035 - PYRENEES,26,3,48.8694128912,2.395039981220001,20.0
19009 - CITE DES SCIENCES,30,14,48.896549059799995,2.38464964402,19.0
17044 - PORTE DE SAINT OUEN,42,1,48.8979224085,2.32851451022,17.0
07014 - SAINT FRANCOIS XAVIER,42,2,48.85167822899999,2.31463384063,7.0
03009 - TEMPLE 113,18,18,48.8615811577,2.35660934144,3.0
18001 - DAMREMONT CAULAINCOURT,18,0,48.88727464259997,2.33264836385,18.0
15108 - LOURMEL - MARIE SKOBTSOV,23,15,48.844974,2.287283,15.0
20023 - PELLEPORT BELGRAND,15,1,48.86500081850001,2.40398083638,20.0
42008 - CASANOVA (IVRY),25,25,48.81420628479999,2.38420701356,
18046 - FOURCHE,33,1,48.88794016389999,2.32612442031,18.0
19026 - DANUBE,16,0,48.8819531724,2.39249621665,19.0
14107 - PORTE DE MONTROUGE 2,33,1,48.823416300499986,2.322936857110001,14.0
15041 - LABROUSTE,36,0,48.83285390830001,2.306898478209999,15.0
17001 - GUY MOQUET,45,2,48.89282296299999,2.32680348983,17.0
20113 - PARC DE BELLEVILLE,21,0,48.87195626640001,2.38498139028,20.0
16101 - MALAKOFF,34,0,48.87669268740001,2.28345759338,16.0
15120 - AVIA,29,15,48.82968433009998,2.27534258685,15.0
20044 - DAVOUT VOLGA,27,1,48.85291968,2.41052290978,20.0
18017 - PECQUEUR,38,0,48.88967790499999,2.338178714430001,18.0
19044 - GRANDS MOULINS,50,1,48.8971300531,2.39607900821,19.0
20107 - STADE MARYSE HILSZ,23,0,48.8512852762,2.41273364163,20.0
16028 - MILLET - JEAN DE LA FONTAINE,66,28,48.85100487470001,2.272469482920001,16.0
16038 - RUE MOLITOR,34,2,48.84509712650001,2.2657241479,16.0
15113 - FALGUIERE ARSONVAL,25,4,48.840400403699974,2.3131178673,15.0
17046 - MAC MAHON,25,4,48.87753208409999,2.29451253605,17.0
17012 - MAIRIE DU 17EME,23,3,48.88410129320001,2.322206025349999,17.0
17043 - PLACE GENERAL KOENIG,38,3,48.88023362759999,2.28538067947,17.0
21211 - MARNE (MONTROUGE),14,2,48.81174982129998,2.30316988763,
10001 - JOHANN STRAUSS,62,29,48.8684999417,2.35997004961,10.0
15021 - CROIX NIVERT,63,46,48.8448064217,2.29757200598,15.0
34011 - DHALENNE (SAINT OUEN),23,0,48.914188312399986,2.33208283587,
14006 - SAINT JACQUES TOMBE ISSOIRE,22,0,48.8331903188,2.336933391250001,14.0
21012 - LECLERC (BOULOGNE-BILLANCOURT),50,49,48.830586296199996,2.23449077993,
20132 - REUNION,25,3,48.852566752,2.403928068710001,20.0
12010 - MICHEL BIZOT,19,13,48.83749044650001,2.4018255858,12.0
20021 - PRAIRIE L INDRE,36,2,48.86272646269999,2.403351311,20.0
09025 - TAITBOUT CHÂTEAUDUN,38,10,48.876383969399996,2.33535667793,9.0
19046 - PORTE DE PANTIN,33,1,48.88904006809997,2.3952894618,19.0
15001 - ARRIVEE,43,43,48.84374888920001,2.322451937469999,15.0
33103 - JAURES 2 (PRE SAINT GERVAIS),23,2,48.8840012644,2.40798991939,
05015 - MOUFFETARD EPEE DE BOIS,63,2,48.84150763739999,2.34998304703,5.0
